location,region,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,reproduction_rate,icu_patients_per_million,hosp_patients_per_million,total_tests_per_thousand,positive_rate,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,stringency_index,population,population_density,gdp_per_capita,life_expectancy,human_development_index,excess_mortality
Czechia,Europe,155516.7895,15.547999999999998,2823.938,0.4205,0.65,1.7275,12.1395,1102.464,0.006,64.32000000000001,43.599999999999994,21.405,41.67,10708982.0,137.17600000000002,32605.906000000003,79.38,0.9,-1.465
Democratic Republic of Congo,Africa,402.7405,3.4275,9.552,0.045,1.19,14.443999999999999,117.11850000000001,153.89725,0.2265,0.07,15.095,11.265,41.67,89561404.0,35.879,808.133,60.68,0.48,71.6575
Denmark,Europe,50294.422,55.937000000000005,436.449,0.0,0.705,3.4530000000000003,16.487499999999997,5906.843,0.004,75.735,49.36,26.755000000000003,55.56,5792203.0,136.52,46682.515,80.9,0.94,4.95
Djibouti,Africa,11716.575499999999,1.518,155.87,0.0,0.715,7.791,8.654,166.918,0.11025,2.435,1.27,0.89,54.63,988002.0,41.285,2705.406,67.11,0.524,7.285
Dominica,North America,2625.328,0.0,242.64299999999997,0.0,0.07,7.791,8.654,1910.6797500000002,0.023,52.545,27.91,24.64,31.48,71991.0,98.56700000000001,9673.367,75.0,0.742,-39.25
Dominican Republic,North America,28679.4575,91.2615,343.0615,0.5529999999999999,0.97,5.641500000000001,26.689999999999998,150.484,0.228,60.04,39.58,20.46,62.96,10847904.0,222.873,14600.861,74.08,0.7559999999999999,-2.5949999999999998
Ecuador,South America,24954.6845,55.48950000000001,1196.3345,1.5585,1.01,5.641500000000001,26.689999999999998,80.665,0.2655,20.235,13.379999999999999,6.855,60.19,17643060.0,66.939,10581.936000000002,77.01,0.759,45.245000000000005
Egypt,Africa,2684.405,5.9365000000000006,153.48700000000002,0.36200000000000004,0.8,14.443999999999999,117.11850000000001,85.65,0.06625,3.71,3.05,0.66,43.52,102334403.0,97.999,10550.206,71.99,0.7070000000000001,10.04
El Salvador,North America,11778.235,0.0,355.7555,0.7709999999999999,1.11,19.45375,170.93375000000003,1556.6792500000001,0.004750000000000001,37.125,21.525,15.605,26.85,6486201.0,307.811,7292.4580000000005,73.32,0.6729999999999999,4.9775
Equatorial Guinea,Africa,6173.979,0.0,85.53200000000001,0.0,0.615,8.455,46.72675,166.918,0.11025,18.33,10.59,7.74,68.97999999999999,1402985.0,45.193999999999996,22604.873,58.74,0.5920000000000001,28.439999999999998
Eritrea,Africa,1426.788,17.058999999999997,4.794,0.0,0.995,11.576,96.98724999999999,623.88675,0.09499999999999999,59.85,33.089999999999996,26.767500000000002,64.81,3546427.0,44.303999999999995,1510.4589999999998,66.32,0.45899999999999996,33.265
Estonia,Europe,98473.1695,30.9075,954.363,0.0,0.64,4.523,42.215,1124.7635,0.0135,64.43,40.08,24.35,36.575,1326539.0,31.033,29481.252,78.74,0.892,9.065
Eswatini,Africa,16170.9895,12.067,582.6759999999999,0.0,1.3250000000000002,7.791,32.80825,166.918,0.11025,4.03,3.19,0.84,59.26,1160164.0,79.492,7738.975,60.19,0.611,6.635
Ethiopia,Africa,2388.0649999999996,1.192,37.042,0.043,0.735,14.443999999999999,111.37425,24.3555,0.0335,1.7,1.7,12.13,43.52,114963583.0,104.95700000000001,1729.9270000000001,66.6,0.485,10.04
Faeroe Islands,Europe,77118.7665,32.899499999999996,1354.147,0.0,0.475,7.791,8.654,1910.6797500000002,0.023,84.87,52.91,31.96,38.89,48865.0,35.308,30490.8085,80.67,0.849,-27.495
Fiji,Oceania,1542.2045,122.14949999999999,5.577999999999999,0.0,1.62,11.761750000000001,22.5725,181.344,0.020999999999999998,27.06,26.54,1.2599999999999998,67.59,896444.0,49.562,8702.975,67.44,0.743,3.255
Finland,Europe,16960.708,18.951,174.25549999999998,0.0,0.935,1.083,6.317,957.2465,0.006999999999999999,64.51,51.36,13.15,47.69,5540718.0,18.136,40585.721,81.91,0.938,4.98
France,Europe,85959.46699999999,40.546499999999995,1638.6770000000001,0.7324999999999999,0.72,28.3065,173.2725,911.83825,0.0115,68.485,46.36,22.82,54.63,67564251.0,122.57799999999999,38605.671,82.66,0.9009999999999999,4.01
French Polynesia,Oceania,22580.194999999996,3.6472499999999997,386.29125000000005,0.0,1.03,7.791,8.654,1444.1730000000002,0.02775,42.5,23.05,19.45,57.635,280904.0,77.324,22347.9575,77.66,0.8140000000000001,-18.295
Gabon,Africa,11139.501499999998,0.0,70.539,0.0,0.99,8.455,84.46225000000001,262.14,0.16425,1.475,1.02,0.455,67.59,2225728.0,7.859,16562.413,66.47,0.703,30.24
Gambia,Africa,2491.0370000000003,0.0,74.69,0.0,0.825,11.761750000000001,84.46225000000001,165.10399999999998,0.17500000000000002,1.7,1.27,0.43,33.33,2416664.0,207.56599999999997,1561.767,62.05,0.496,30.24
Georgia,Asia,89184.731,190.892,1275.8274999999999,4.262,0.95,7.791,116.435,1370.2079999999999,0.025,5.375,3.605,1.77,64.81,3989175.0,65.032,9745.079,73.77,0.812,92.01
Germany,Europe,44472.09450000001,12.741,1075.767,0.913,0.59,13.9165,117.11850000000001,757.2305,0.0185,75.86500000000001,49.35,28.265,67.59,83783945.0,237.016,45229.245,81.33,0.9470000000000001,6.085
Ghana,Africa,3049.6465,1.0135,25.424,0.0,1.24,5.28075,26.689999999999998,39.813,0.015,3.97,2.74,1.23,42.59,31072945.0,126.719,4227.63,64.07,0.611,65.58500000000001
Gibraltar,Europe,75023.474,0.0,2147.7945,0.0,0.45,7.791,8.654,1910.6797500000002,0.023,231.21499999999997,116.21000000000001,115.005,43.055,33691.0,3457.1,50286.172000000006,79.93,0.786,-18.295
Greece,Europe,39956.42,53.1995,1195.9545,1.7269999999999999,0.74,5.641500000000001,26.689999999999998,977.4455,0.0175,68.045,41.45,28.265,45.37,10423056.0,83.479,24574.382,82.24,0.888,6.745
Greenland,North America,2162.8664999999996,32.899499999999996,801.7264999999999,0.0,0.8125,7.791,8.654,1910.6797500000002,0.023,53.88,37.31,16.57,50.93,56772.0,0.13699999999999998,14236.7935,71.7,0.7415,-39.25
Grenada,North America,1430.869,0.0,8.887,0.0,0.0,7.791,8.654,1910.6797500000002,0.023,25.365000000000002,16.64,8.735,28.705,112519.0,317.132,13593.877,72.4,0.779,-39.25
Guatemala,North America,15319.9725,81.99549999999999,475.2015,1.7025000000000001,1.12,18.24175,162.07575000000003,83.98850000000002,0.235,4.065,3.285,0.78,51.85,17915567.0,157.834,7423.808000000001,74.3,0.6629999999999999,72.7025
Guernsey,Europe,89543.9145,25.885,1036.2905,0.0,0.53,7.791,8.654,1910.6797500000002,0.023,111.775,67.815,60.004999999999995,45.370000000000005,67052.0,782.6579999999999,50286.172000000006,83.255,0.786,-18.295
Guinea,Africa,1781.6470000000002,1.18,12.716,0.0,1.125,22.541,170.93375000000003,124.893,0.16525,3.5300000000000002,2.605,0.9199999999999999,58.33,13132792.0,51.755,1998.9260000000002,61.6,0.47700000000000004,72.7025
Guinea-Bissau,Africa,1934.1995,0.762,35.061,0.0,1.22,8.455,84.46225000000001,366.5285,0.0055,1.055,1.03,0.05,40.275000000000006,1967998.0,66.191,1548.675,58.32,0.48,30.24
Guyana,South America,23639.676,129.043,556.2205,2.543,1.0,7.791,8.654,2491.98925,0.012499999999999999,40.15,28.44,11.72,60.19,786559.0,3.952,7435.047,69.91,0.682,7.285
Haiti,North America,1461.254,10.216999999999999,31.397,0.175,1.1949999999999998,14.89575,43.90175,278.43275000000006,0.1245,18.6975,9.4775,3.38,50.93,11402533.0,398.44800000000004,1653.1729999999998,64.0,0.51,3.855
Honduras,North America,25192.768500000002,70.3715,674.6859999999999,2.2715,1.07,17.9195,170.93375000000003,368.62075000000004,0.03475,4.84,4.305,0.58,78.7,9904608.0,82.805,4541.795,75.27,0.634,52.7725
Hong Kong,Asia,1584.703,0.267,28.011,0.0,0.7200000000000001,6.8535,26.442749999999997,2680.625,0.0,40.335,24.07,16.265,71.3,7496988.0,7039.714,56054.92,84.86,0.9490000000000001,14.3
Hungary,Europe,83553.443,11.0245,3099.215,0.828,0.59,5.641500000000001,38.301,573.7635,0.011000000000000001,94.72999999999999,55.46,44.055,49.07,9660350.0,108.04299999999999,26777.561,76.88,0.8540000000000001,2.33
Iceland,Europe,19402.198,0.0,87.912,0.0,0.7,11.761750000000001,2.93,1204.4044999999999,0.02775,99.74,67.84,42.52,37.96,341250.0,3.404,46482.958,82.99,0.9490000000000001,0.6749999999999998
India,Asia,21497.547,45.182500000000005,275.896,1.558,0.7,7.4315,29.661,277.0585,0.037000000000000005,18.61,15.155000000000001,3.455,81.94,1380004385.0,450.41900000000004,6426.674,69.66,0.645,13.835
Indonesia,Asia,7065.861500000001,36.215999999999994,195.1495,0.8185,1.315,21.1115,117.11850000000001,44.461,0.14100000000000001,12.04,7.74,4.300000000000001,68.98,273523621.0,145.725,11188.743999999999,71.72,0.718,27.86
Iran,Asia,36370.807,122.0755,981.219,1.595,1.0350000000000001,14.443999999999999,111.37425,260.4945,0.077,5.8149999999999995,4.76,1.0499999999999998,74.54,83992953.0,49.831,19082.62,76.68,0.7829999999999999,71.6575
Iraq,Asia,31496.5605,114.7865,416.96799999999996,0.6709999999999999,1.08,5.28075,38.4555,272.736,0.10450000000000001,1.75,1.23,0.52,64.81,40222503.0,88.125,15663.986,70.6,0.674,14.065000000000001
Ireland,Europe,54160.2975,67.439,1000.6489999999999,0.0,0.96,4.1515,11.645,4163.4485,0.007,69.85,46.245,20.25,53.7,4937796.0,69.874,67335.293,82.3,0.955,1.42
Isle of Man,Europe,95958.743,25.885,1036.2905,0.0,0.53,7.791,8.654,1910.6797500000002,0.023,111.95500000000001,73.405,40.17,40.275,85032.0,147.872,50286.172000000006,81.4,0.823,-27.495
Israel,Asia,97014.2135,3.1189999999999998,742.6460000000001,0.0,1.49,2.08,6.99,1952.5265,0.001,122.9,63.405,59.495000000000005,29.63,8655541.0,402.606,33132.32,82.97,0.919,3.5650000000000004
Italy,Europe,70254.773,20.8645,2102.599,0.7695000000000001,0.66,8.063,60.9645,1141.179,0.009000000000000001,72.64,50.215,24.354999999999997,71.3,60461828.0,205.859,35220.084,83.51,0.892,3.5199999999999996
Jamaica,North America,16683.9965,16.7165,341.75800000000004,1.013,0.925,11.761750000000001,50.32925,143.875,0.026500000000000003,6.56,5.51,1.05,71.76,2961161.0,266.879,8193.571,74.47,0.7340000000000001,30.24
Japan,Asia,6157.964,13.3705,112.195,0.41500000000000004,0.725,21.1115,117.11850000000001,117.18950000000001,0.027000000000000003,25.455,18.46,6.99,53.24,126476458.0,347.778,39002.223,84.63,0.919,3.26
Jersey,Europe,69304.7335,0.0,468.6635,0.0,0.69,7.791,8.654,1910.6797500000002,0.023,116.16499999999999,65.17500000000001,50.985,55.089999999999996,101073.0,396.577,31178.034,74.845,0.708,-18.295
Jordan,Asia,72978.5635,49.299,942.651,0.931,0.86,9.341750000000001,18.97475,745.57,0.025,28.36,20.01,8.35,53.7,10203140.0,109.285,8337.49,74.53,0.7290000000000001,-1.2425000000000002
Kazakhstan,Asia,24547.036,68.782,404.01099999999997,0.0,1.025,5.85375,23.158749999999998,630.1265000000001,0.0325,21.44,13.675,7.76,62.96,18776707.0,6.681,24055.588,73.6,0.825,4.1375
Kenya,Africa,3280.179,8.2665,63.751000000000005,0.316,1.105,5.28075,36.38075,128.11374999999998,0.1255,2.15,1.84,0.31,65.74,53771300.0,87.324,2993.028,66.7,0.601,71.6575
Kiribati,Oceania,16.744,0.0,58.5235,0.0,0.5,7.791,8.654,1910.6797500000002,0.023,0.0,0.0,16.6875,22.22,119446.0,143.701,1981.132,68.37,0.63,-39.25
Kosovo,Europe,55455.785,0.0,1166.7169999999999,0.0,0.78,11.761750000000001,50.32925,337.947,0.005,5.08,5.08,1.535,37.96,1932774.0,168.155,9795.834,56.325,0.5035000000000001,50.29
Kuwait,Asia,77692.68350000001,368.1015,429.4515,1.405,1.09,11.576,49.729499999999994,651.4265,0.13,40.870000000000005,23.77,16.2875,50.93,4270563.0,232.128,65530.537000000004,75.49,0.8059999999999999,7.0575
Kyrgyzstan,Asia,17115.762,92.27199999999999,292.5265,0.92,1.245,19.45375,199.913,432.0165,0.15125,2.37,1.44,0.9299999999999999,54.63,6524191.0,32.333,3393.474,71.45,0.6970000000000001,27.18
Laos,Asia,278.879,0.825,0.41200000000000003,0.0,0.91,19.45375,199.913,37.9105,0.004,15.23,9.81,5.42,69.44,7275556.0,29.715,6397.36,67.92,0.613,63.67
Latvia,Europe,72274.86799999999,61.7645,1309.245,2.6510000000000002,0.69,3.859,126.7095,1462.3125,0.017,54.57,32.78,24.015,41.67,1886202.0,31.212,25063.846,75.29,0.866,16.935
Lebanon,Asia,79537.1935,23.7345,1143.6619999999998,0.586,0.885,17.9195,160.24875000000003,664.6775,0.04825,15.309999999999999,10.39,4.925,71.3,6825442.0,594.561,13367.565,78.93,0.7440000000000001,16.2825
Lesotho,Africa,5105.1415,0.7005,152.17600000000002,0.0,1.16,11.761750000000001,92.57650000000001,366.5285,0.0055,26.2175,14.76,11.4575,42.59,2142252.0,73.562,2851.153,54.33,0.527,32.0075
Liberia,Africa,524.3515,7.909,18.6845,0.0,1.775,26.87825,199.913,554.69075,0.1085,1.33,1.32,0.01,43.52,5057677.0,49.126999999999995,752.788,64.1,0.48,79.7825
Libya,Africa,27610.766499999998,38.4935,460.75800000000004,0.36400000000000005,1.02,19.45375,199.913,432.0165,0.15125,4.96,4.96,1.335,50.93,6871287.0,3.623,17881.509,72.91,0.7240000000000001,63.67
Liechtenstein,Europe,79345.517,0.0,1547.0539999999999,0.0,0.755,11.761750000000001,22.5725,1295.5135,0.008,74.275,46.895,28.05,50.93,38137.0,237.012,24611.433500000003,82.49,0.919,-48.45
Lithuania,Europe,102122.44,35.815,1597.9184999999998,1.469,0.525,11.097750000000001,106.1605,1385.4335,0.0115,73.97,43.655,30.314999999999998,44.44,2722291.0,45.135,29524.265,75.93,0.882,10.515
Luxembourg,Europe,112584.9875,31.9505,1306.759,0.0,0.8,3.195,14.378,4802.6345,0.004,71.82,43.45,28.37,41.67,625976.0,231.447,94277.965,82.25,0.9159999999999999,6.68
Macao,Asia,91425.43425,80.8415,1553.86025,2.0675,0.865,7.791,8.654,2491.98925,0.012499999999999999,40.73,28.405,12.515,28.7,649342.0,20546.766,104861.851,84.24,0.7555000000000001,7.89
Madagascar,Africa,1516.087,0.957,32.194500000000005,0.07200000000000001,0.69,5.28075,26.689999999999998,7.557499999999999,0.07050000000000001,0.54,0.54,11.262500000000001,67.59,27691019.0,43.951,1416.44,67.04,0.528,65.58500000000001
Malawi,Africa,1809.6745,2.1435,60.7685,0.052000000000000005,1.71,18.24175,162.07575000000003,13.843,0.2085,2.06,1.96,0.15500000000000003,37.04,19129955.0,197.519,1095.042,64.26,0.483,72.7025
Malaysia,Asia,20714.671000000002,179.13850000000002,126.84599999999999,2.3480000000000003,0.975,5.28075,38.4555,514.76,0.068,15.63,11.045,4.58,78.7,32365998.0,96.25399999999999,26808.164,76.16,0.81,7.85
Maldives,Asia,131382.02049999998,450.474,368.149,2.7750000000000004,0.655,11.761750000000001,22.5725,1768.6765,0.062,91.64,58.209999999999994,33.43,59.03,540542.0,1454.433,15183.616000000002,78.92,0.74,3.255
Mali,Africa,708.983,0.198,25.826,0.0,0.93,5.85375,23.158749999999998,53.60125,0.2085,0.81,0.6,0.21,44.44,20250834.0,15.196,2014.306,59.31,0.434,27.492500000000003
Malta,Europe,69265.682,5.662,948.954,0.0,0.88,11.761750000000001,22.5725,2166.3819999999996,0.001,137.46,78.22999999999999,61.725,52.78,441539.0,1454.037,36513.323,82.53,0.895,-1.38
Marshall Islands,Oceania,67.574,0.0,242.64299999999997,0.0,0.47,7.791,8.654,1910.6797500000002,0.023,53.212500000000006,32.61,20.605,41.205,59194.0,295.15,3819.202,73.7,0.7040000000000001,-39.25
Mauritania,Africa,4339.027,8.603,102.803,0.215,1.01,26.87825,199.913,1010.81725,0.0775,1.03,0.91,0.15,39.81,4649660.0,4.289,3597.633,64.92,0.546,79.7825
Mauritius,Africa,1359.526,6.2905,14.154000000000002,0.0,1.35,8.455,46.72675,4888.80725,0.0072499999999999995,47.09,29.91,17.18,80.56,1271767.0,622.962,20292.745,74.99,0.804,7.8275
Mexico,North America,19091.3125,28.391,1787.955,1.6365,1.1349999999999998,21.1115,120.5365,53.574,0.21999999999999997,29.815,20.765,11.995000000000001,44.44,128932753.0,66.444,17336.468999999997,75.05,0.779,2.51
Micronesia (country),Oceania,8.693999999999999,0.0,58.5235,0.0,0.5,7.791,8.654,1910.6797500000002,0.023,12.682500000000001,8.32,16.5425,28.705,115021.0,150.77700000000002,3299.4640000000004,67.88,0.62,-39.25
Moldova,Europe,63438.23700000001,12.518999999999998,1526.4144999999999,0.7440000000000001,0.95,11.761750000000001,73.12875,290.695,0.0115,14.06,9.67,4.390000000000001,67.59,4033963.0,123.655,5189.972,71.9,0.75,83.515
Monaco,Europe,64608.6025,50.963,840.893,0.0,1.23,7.791,8.654,1910.6797500000002,0.023,86.55,48.0,38.55,50.93,39244.0,19347.5,30490.8085,86.75,0.849,-30.05
Mongolia,Asia,25760.0605,628.5285,120.33699999999999,3.2024999999999997,1.2349999999999999,11.576,58.90275,940.556,0.17049999999999998,107.93,57.73,50.21,59.26,3278292.0,1.98,11840.846000000001,69.87,0.737,29.1
Montenegro,Europe,159211.1925,32.64,2551.5,1.5919999999999999,0.73,7.791,8.654,3285.6555,0.033,42.35,23.19,19.16,55.09,628062.0,46.28,16409.288,76.88,0.8290000000000001,7.285
Montserrat,North America,56360.02650000001,0.0,1193.9735,0.0,0.9924999999999999,7.791,8.654,1910.6797500000002,0.023,52.01,27.89,24.12,44.91,4999.0,527.7585,8235.3695,74.16,0.849,-39.25
Morocco,Africa,14216.122,11.69,249.76600000000002,0.10800000000000001,1.12,5.28075,36.38075,166.267,0.039,45.75,25.38,20.37,66.67,36910558.0,80.08,7485.013000000001,76.68,0.6859999999999999,62.0775
Mozambique,Africa,2294.241,3.0235000000000003,26.971,0.032,1.65,5.28075,26.689999999999998,18.2955,0.0655,1.33,1.0550000000000002,0.275,53.7,31255435.0,37.728,1136.103,60.85,0.456,65.58500000000001
Myanmar,Asia,2687.54,6.0285,59.713499999999996,0.046,1.7149999999999999,5.28075,36.38075,48.8155,0.0785,6.19,3.38,2.81,68.52,54409794.0,81.721,5591.597,67.13,0.583,71.6575
Namibia,Africa,26785.025499999996,398.08500000000004,415.79499999999996,7.4775,1.3650000000000002,11.761750000000001,50.32925,186.333,0.3235,4.24,3.61,0.63,56.480000000000004,2540916.0,3.0780000000000003,9541.808,63.71,0.6459999999999999,30.24
Nauru,Oceania,56360.02650000001,0.0,1193.9735,0.0,0.9924999999999999,7.791,8.654,1910.6797500000002,0.023,69.1,69.1,16.74,50.93,10834.0,682.45,12895.635,59.96,0.849,-39.25
Nepal,Asia,21045.854,68.247,292.82550000000003,1.7675,0.73,5.28075,17.7125,111.061,0.2565,10.955,8.515,2.44,80.56,29136808.0,204.43,2442.804,70.78,0.602,65.58500000000001
Netherlands,Europe,99370.214,61.0155,1050.2559999999999,0.175,0.635,14.269,23.2855,603.78,0.038000000000000006,76.85499999999999,50.96,28.509999999999998,67.59,17134873.0,508.54400000000004,48472.545,82.28,0.9440000000000001,8.7
New Caledonia,Oceania,22580.194999999996,3.6472499999999997,386.29125000000005,0.0,1.03,7.791,8.654,1444.1730000000002,0.02775,35.44,19.36,16.07,57.635,285491.0,15.342,22347.9575,77.55,0.8140000000000001,-18.295
New Zealand,Oceania,562.6025,0.311,5.392,0.0,0.81,26.87825,199.913,457.955,0.0,18.78,11.934999999999999,6.845000000000001,22.22,4822233.0,18.206,36085.843,82.29,0.9309999999999999,2.725
Nicaragua,North America,1161.739,0.0,28.379,0.0,0.33,19.1045,164.24975000000003,548.7055,0.154,26.665,14.97,11.695,6.48,6624554.0,51.667,5321.444,74.48,0.66,16.2825
Niger,Africa,225.289,0.040999999999999995,7.932,0.0,1.0150000000000001,5.85375,23.158749999999998,33.1545,0.01175,0.77,0.71,0.06,19.44,24206636.0,16.955,926.0,62.42,0.39399999999999996,32.7625
Nigeria,Africa,810.611,0.1335,10.27,0.0,1.045,21.1115,117.11850000000001,10.91,0.006999999999999999,1.185,0.955,0.23,47.22,206139587.0,209.588,5338.454000000001,54.69,0.539,27.86
Niue,Oceania,56360.02650000001,0.0,1193.9735,0.0,0.9924999999999999,7.791,8.654,1910.6797500000002,0.023,21.57,21.57,27.1575,44.91,1618.0,527.7585,8235.3695,73.71,0.849,-39.25
North Macedonia,Europe,74674.56700000001,4.8,2626.5009999999997,0.48,0.625,11.761750000000001,50.32925,395.11,0.006,21.854999999999997,12.54,9.315,53.7,2083380.0,82.6,13111.214,75.8,0.774,30.24
Northern Cyprus,Asia,3133.4402499999997,0.35025,90.2775,0.0,0.745,1.8882499999999998,8.654,1010.81725,0.0775,50.96,28.5,22.46,24.535000000000004,4383403.0,62.6145,4086.2985,64.405,0.5935,17.535
Norway,Europe,23719.4725,37.629999999999995,145.63099999999997,0.0,0.84,2.6172500000000003,8.4855,1096.3384999999998,0.012,63.965,38.05,25.91,53.7,5421242.0,14.462,64800.057,82.4,0.9570000000000001,-2.08
Oman,Asia,46926.716,361.491,504.8345,3.721,1.2850000000000001,26.87825,199.913,554.69075,0.0435,14.1,9.504999999999999,3.62,60.19,5106622.0,14.98,37960.709,77.86,0.813,156.84
Pakistan,Asia,4276.4025,4.843999999999999,98.92150000000001,0.20800000000000002,0.78,21.1115,117.11850000000001,62.9875,0.028499999999999998,4.93,3.3,1.15,56.48,220892331.0,255.57299999999998,5034.708,67.27,0.557,27.86
